recipe_id,ingredients,
12055,"150g pitted good-quality dates, roughly chopped",
12055,½ tsp bicarbonate of soda,
12055,200g dark muscovado sugar,
12055,"3 large eggs, beaten",
12055,200g self-raising flour,
12055,2 tbsp treacle,
12055,½ tsp ground ginger,
12055,"2 stem ginger balls, chopped, plus 2 tbsp of the syrup",
12055,"300g parsnip, peeled and coarsely grated",
12055,200g unsalted butter,
12055,200g dark muscovado sugar,
12055,300ml pot double cream,
12055,"ice cream, to serve",
12056,"800g-1kg brisket, boneless",
12056,1 tbsp light muscovado sugar,
12056,1 tsp smoked paprika,
12056,pinch chilli flakes,
12056,½ tsp garlic granules,
12056,½ tsp ground cumin,
12056,1 dried chipotle chilli,
12056,1 tbsp beef dripping or neutral oil,
12056,"1 onion, sliced",
12056,"1 carrot, chopped",
12056,"1 garlic clove, finely chopped",
12056,1 thyme sprig,
12056,1 bay leaf,
12056,1 star anise,
12056,"1 lemon, zested",
12056,800ml good beef stock,
12056,1 tbsp plain flour,
12056,1 tbsp butter,
12056,1 tbsp honey,
12056,1 tbsp snipped chives,
12056,100g soured cream or crème fraîche,
12056,"½ lemon, juiced",
12056,jacket potatoes,
12056,buttered kale,
12057,2 large eggs,
12057,1 large egg yolk,
12057,100g caster sugar,
12057,2 tsp high-grade matcha,
12057,"125g plain flour, plus extra for dusting",
12057,5g baking powder,
12057,"110g clarified butter or ghee, plus extra for greasing",
12057,2 tsp honey,
12058,125g plain flour,
12058,½ tsp baking powder,
12058,½ tsp ground cardamom,
12058,200ml buttermilk,
12058,"2 large eggs, separated",
12058,"1 blood orange, zested",
12058,1 tbsp blood orange juice,
12058,"50g butter, melted and cooled, plus extra for greasing",
12058,1 tbsp caster sugar,
12058,"icing sugar, to dust",
12059,"400g floury potatoes, such as King Edwards",
12059,"600g swede, peeled",
12059,4 tbsp olive oil,
12059,1 tsp chilli flakes,
12059,"100g '00' flour, plus extra for dusting",
12059,"30g parmesan (or vegetarian alternative), grated, plus extra to serve",
12059,100g butter,
12059,small pack sage leaves picked,
12060,2 tbsp instant espresso powder,
12060,"250g butter, softened at room temperature",
12060,85g caster sugar,
12060,"225g plain flour, plus extra for dusting",
12060,75g rice flour,
12060,"75g unblanched hazelnuts, halved",
12060,"150g 70% dark chocolate, broken into chunks",
12060,"75g blanched hazelnuts, toasted and very roughly chopped (leave some pieces quite large)",
12061,4 boneless skinless chicken breasts,
12061,"60ml sake (if you don't have sake, use vodka)",
12061,"thumb-sized piece ginger, peeled and sliced into matchsticks",
12061,"3 spring onions, finely sliced on the diagonal, and white and green parts separated",
12061,150ml soy sauce,
12061,4 tsp sesame oil,
12061,"2 garlic cloves, grated",
12061,600g thick white noodles (such as udon),
12061,"2 large long red Serrano chillies, seeds left in and sliced on the diagonal",
12061,"1 large egg, beaten",
12061,small pack coriander,
12061,2 tbsp toasted sesame seeds,
12061,"seaweed flakes, to serve (optional)",
12062,2 red peppers (about 220g),
12062,"1 ½ tbsp olive oil, plus an extra drizzle",
12062,240g lean turkey breast mince (under 8% fat),
12062,"½ small onion, chopped",
12062,"1 garlic clove, grated",
12062,1 tsp ground cumin,
12062,"3-4 mushrooms, sliced",
12062,400g can chopped tomatoes,
12062,1 tbsp tomato purée,
12062,1 chicken stock cube,
12062,handful fresh oregano leaves,
12062,"60g mozzarella, grated",
12062,"150g green vegetables (spinach, kale, broccoli, mangetout or green beans), to serve",
12063,"225g butter, softened at room temperature, plus extra for greasing",
12063,225g light brown soft sugar,
12063,"4 large eggs, at room temperature, lightly beaten",
12063,170g self-raising flour,
12063,½ tsp baking powder,
12063,50g cocoa powder,
12063,2 tbsp milk,
12063,50ml lime juice (about 4 limes),
12063,25g caster sugar,
12063,3 limes,
12063,100g granulated sugar,
12063,100g unsalted butter,
12063,200g icing sugar,
12063,"2 limes, finely zested",
12063,"50ml double cream, plus 1 tbsp",
12063,"100g 70% dark chocolate, cut into small pieces",
12063,2 ½ tbsp lime marmalade,
12064,4 sweet potatoes,
12064,"2 tbsp olive oil, plus extra to rub on the potatoes",
12064,juice 1 lime,
12064,2 tsp chilli powder,
12064,1 tsp garlic powder,
12064,1 tsp ground cumin,
12064,"500g lean beef steak, cut into medium-sized strips",
12064,"2 onions, thinly sliced",
12064,"a mixture of 4 orange, yellow and red peppers, thinly sliced",
12064,"small handful coriander, chopped",
12064,"2 avocados, halved, stoned and peeled",
12065,500g skinless boneless chicken thighs,
12065,"1 lemon, juiced",
12065,2 tsp ground cumin,
12065,2 tsp paprika,
12065,1-2 tsp hot chilli powder,
12065,200g natural yogurt,
12065,2 tbsp vegetable oil,
12065,"1 large onion, chopped",
12065,"3 garlic cloves, crushed",
12065,"1 green chilli, deseeded and finely chopped (optional)",
12065,"thumb-sized piece ginger, grated",
12065,1 tsp garam masala,
12065,2 tsp ground fenugreek,
12065,3 tbsp tomato purée,
12065,300ml chicken stock,
12065,"50g flaked almonds, toasted",
12065,cooked basmati rice,
12065,naan bread,
12065,mango chutney or lime pickle,
12065,fresh coriander,
12065,lime wedges,
12066,2 nests thin vermicelli rice noodles,
12066,1 tbsp light soy sauce,
12066,1 tbsp oyster sauce,
12066,2 tsp mild curry powder,
12066,1 tbsp sesame oil,
12066,"1 garlic clove, chopped",
12066,"1 red chilli, thinly sliced (deseeded if you don't like it too hot)",
12066,"thumb-sized piece ginger, grated",
12066,"1 medium onion, sliced",
12066,"1 red pepper or yellow pepper, cut into thin batons",
12066,"4 spring onions, cut in half lengthways then into batons",
12066,8 raw king prawns,
12066,"1 large egg, beaten",
12066,"coriander leaves, to serve",
12067,250ml double cream,
12067,250g 70% dark chocolate,
12067,"1 loaf ciabatta, finely sliced",
12067,extra virgin olive oil,
12067,sea salt flakes,
12068,2 garlic cloves,
12068,200g Greek yogurt,
12068,"1 lemon, juiced",
12068,2 tsp tomato purée,
12068,2 tsp chilli flakes (Aleppo are nice),
12068,2 tsp sumac,
12068,"4 chicken breasts, cut into chunks",
12068,300g baby plum tomatoes,
12068,"1 thumb-sized red chilli, stem removed",
12068,2 tbsp extra virgin olive oil,
12068,"1 small red onion, sliced",
12068,1 tbsp pomegranate molasses,
12068,4 Middle Eastern flatbreads,
12068,long pickled chillis (guindillas),
12068,a handful fresh coriander,
12068,a handful fresh flat-leaf parsley,
12069,600g boneless and skinless fillet of cod loin,
12069,75g plain flour,
12069,1 egg,
12069,"100ml coconut milk, plus a little extra if needed",
12069,1 tsp baking powder,
12069,"vegetable oil, for frying",
12069,3 tbsp mayonnaise,
12069,3 tbsp Greek yogurt,
12069,"4 small or 2 large cornichons, chopped",
12069,"1 tbsp capers, drained",
12069,1 tbsp chopped dill,
12069,2 tbsp chopped flat-leaf parsley,
12069,oven-baked chips,
12069,cooked peas,
12069,"2 lemons, quartered",
12070,1 tbsp olive oil,
12070,"8 large basil leaves, finely chopped",
12070,1 tsp pine nuts,
12070,"225g boneless skinless chicken breasts or thighs, chopped",
12070,"3 sundried tomatoes, finely chopped",
12070,"125g mozzarella, chopped",
12070,4 rectangular sheets (about 170g) filo pastry,
12070,"20g butter, melted",
12070,"green vegetables or salad, to serve",
12071,"2 small squash, such as acorn (each about 300g), halved and deseeded",
12071,1 shallot,
12071,"2 tbsp freshly chopped herbs such as parsley, chives, sage & basil",
12071,"20g whole almonds, chopped",
12071,20g stoned black olives,
12071,"40g parmesan cheese, grated",
12071,250g lean beef mince,
12071,1 tsp olive oil,
12071,"2 garlic cloves, sliced",
12071,200g chopped tomatoes (from a can),
12071,200ml hot vegetable stock,
12071,100g spinach,
12072,150g sushi rice,
12072,2 tsp rice wine vinegar,
12072,"½ cucumber, cut into matchsticks",
12072,"1 carrot, cut into matchsticks",
12072,1 tbsp soy sauce,
12072,4 nori sheets,
12072,2 tsp wasabi paste,
12072,"50g pickled ginger, finely chopped",
12072,"1 lime, juiced",
12072,"2 very ripe avocados, halved, stoned, peeled and sliced",
12072,"200g sushi grade tuna steak, sliced",
12072,"small pack coriander, leaves picked",
12073,"200g butter, plus extra to grease",
12073,300g golden caster sugar,
12073,100g pistachio paste (available from souschef.co.uk),
12073,300g self-raising flour,
12073,4 large eggs,
12073,125g golden caster sugar,
12073,100g pistachios (the super green variety if you can get them),
12073,300g crème fraîche,
12073,60g honey,
12073,1 tbsp picked thyme leaves,
12074,100g golden caster sugar,
12074,50ml cider vinegar,
12074,"vegetable oil, for frying",
12074,"3 large white onions, halved",
12074,"6 thyme sprigs, plus extra picked thyme leaves to serve",
12074,320g sheet all-butter ready-rolled puff pastry,
12074,"150g ash goat's cheese log, sliced into six discs",
12075,1 tbsp vegetable oil,
12075,80g bacon lardons,
12075,"1 onion, finely chopped",
12075,"2 leeks, sliced into rings and washed",
12075,"1 pink grapefruit, zested and cut into segments",
12075,30g butter,
12075,"2 red mullet, scaled, filleted and bones removed (ask your fishmonger)",
12076,3 eggs (at room temperature),
12076,"50g butter, plus extra to serve",
12076,"2 tbsp rapeseed oil, plus a drizzle",
12076,"2 onions, chopped",
12076,50g plain flour,
12076,600ml milk,
12076,small bunch flat-leaf parsley,
12076,"6 small cornichons (about 2 tbsp), rinsed and finely chopped",
12076,"1 tbsp capers, rinsed and finely chopped",
12076,"1 lemon, zested and juiced",
12076,"800g floury potatoes, such as Maris Piper",
12076,"600g skinless and boneless haddock, cut into chunks",
12076,1 tbsp malt vinegar,
12076,200g frozen peas,
12077,4 tsp olive oil,
12077,"500g leeks, sliced",
12077,"4 thyme sprigs, leaves picked",
12077,2 x 400g cans butter beans,
12077,500ml vegetable bouillon stock,
12077,2 tsp wholegrain mustard,
12077,½ small pack flat-leaf parsley,
12077,3 rashers streaky bacon,
12077,"40g chopped kale, any tough stems removed",
12077,"25g hazelnuts, roughly chopped",
12078,1 tbsp olive oil,
12078,50g dried breadcrumbs,
12078,"3 garlic cloves, finely chopped",
12078,"1 rosemary sprig, leaves finely chopped",
12078,"2 x 120g cans sardines, drained",
12078,500g passata,
12078,"50g sliced black olives, drained",
12078,350g linguine or fusilli,
12078,"small pack parsley, leaves chopped",
12078,"25g parmesan, finely grated",
12079,150g hoisin sauce,
12079,6 thin-cut pork loin steaks,
12079,360g long grain rice,
12079,1 tbsp sunflower oil,
12079,1 tbsp soy sauce,
12079,"3 spring onions, thinly sliced on an angle",
12079,2 tbsp white wine vinegar,
12079,1 tbsp soy sauce,
12079,"½ red cabbage, cored and finely shredded (about 300g)",
12079,"300g carrots, coarsely grated or cut into matchsticks",
12079,"½ cucumber, halved, deseeded and thinly sliced",
12079,½ small pack mint,
12080,1 baking potato,
12080,2 tsp olive oil,
12080,½ tsp garlic salt,
12080,50g feta,
12080,50g Greek yogurt,
12080,"1 roasted red peppers from a jar (about 25g), finely chopped",
12080,½ tsp sumac,
12080,"few basil leaves, to serve (optional)",
12081,3 x 350g bags prepared butternut squash and sweet potato,
12081,3 tbsp curry powder,
12081,2 x 400g cans coconut milk,
12081,1 nest dried medium egg noodles,
12082,200g penne,
12082,½ tbsp olive oil,
12082,"100g chorizo, skin removed and cut into chunks",
12082,400g can cherry tomatoes,
12082,"2-3 guindilla pickled chilli peppers, sliced on an angle",
12082,"½ small pack basil, leaves picked and roughly torn",
12082,"parmesan, grated, to serve",
12083,"300g carrots, peeled and sliced lengthways",
12083,3 tbsp extra virgin olive oil,
12083,½ tsp cumin seeds,
12083,"1 lemon, zested and juiced",
12083,½ tsp honey,
12083,½ tsp wholegrain mustard,
12083,250g ready-cooked lentils,
12083,"¼ cucumber, chopped",
12083,"80g rocket, washed",
12083,"1 avocado, sliced",
12083,"50g feta, crumbled",
12084,160g frozen green beans,
12084,160g frozen peas,
12084,1 tbsp sunflower oil,
12084,50g bacon lardons,
12084,"1 onion, chopped",
12084,"160g carrots, peeled and finely chopped",
12084,"1 large egg, beaten",
12084,200g small cauliflower florets,
12084,1 tbsp soy sauce,
12084,25ml sweet chilli sauce,
12084,20g prawn cracker,
12085,100g dark chocolate,
12085,125g malted milk or digestive biscuits,
12085,66g pack butterscotch pudding whip (we used Angel Delight),
12085,300ml milk,
12085,2 medium bananas,
12085,60g salted caramel sauce ( or add a pinch of salt to caramel sauce),
12086,2 medium eggs,
12086,125g dried medium egg noodles,
12086,200g stir-fry vegetables,
12086,120g pouch stir-fry sauce,
12087,1 ½ tbsp sesame oil,
12087,1 tbsp low-salt soy sauce,
12087,"thumb-sized piece ginger, grated",
12087,"1 garlic clove, crushed",
12087,1 tsp honey,
12087,"2 sweet potatoes, scrubbed and cut into wedges",
12087,"1 lime, cut into wedges",
12087,2 boneless skinless salmon fillets,
12087,250g purple sprouting broccoli,
12087,1 tbsp sesame seeds,
12087,"1 red chilli, thinly sliced (deseeded if you don't like it too hot)",
12088,250g dried medium egg noodles,
12088,12 fresh pork meatballs,
12088,300g pak choi,
12088,6 tbsp teriyaki sauce,
12089,"1 large egg, lightly beaten",
12089,100ml semi-skimmed milk,
12089,50g plain flour,
12089,"1 tsp sunflower oil, plus extra for frying the pancakes",
12089,100g frozen spinach,
12089,"½ x 226g pack paneer, cut into medium cubes",
12089,1 tbsp hot curry paste,
12089,"400g can chickpeas, drained and rinsed",
12089,150g passata,
12089,75ml coconut yogurt,
12089,1 tbsp mango chutney,
12090,1 tbsp rapeseed oil,
12090,"1 onion, chopped",
12090,"3 celery sticks, sliced",
12090,100g wholegrain basmati rice,
12090,1 tsp mild chilli powder,
12090,1 tbsp ground coriander,
12090,½ tsp fennel seeds,
12090,400g can chopped tomatoes,
12090,1 tsp vegetable bouillon powder,
12090,"1 yellow pepper, roughly chopped",
12090,"2 garlic cloves, chopped",
12090,1 tbsp fresh thyme leaves,
12090,"150g pack small prawns, thawed if frozen",
12090,3 tbsp chopped parsley,
12091,"1 small red onion, halved and sliced",
12091,2 tbsp red wine vinegar,
12091,1 tsp golden caster sugar,
12091,"350g red grapes, left on the vine in small bunches",
12091,2 tbsp olive oil,
12091,2 tsp sumac,
12091,"½ small pack dill, chopped",
12091,2 x 250g blocks feta,
12091,"bread or sesame flatbreads, to serve (optional)",
12092,6 tbsp fine sea salt,
12092,3 tbsp vinegar (we used malt),
12092,1 tbsp cornflour,
12093,"4 tbsp ghee or clarified butter, plus extra for greasing",
12093,100ml milk,
12093,100ml double cream,
12093,6 green cardamom pods,
12093,175g golden caster sugar,
12093,200g desiccated coconut,
12093,200g gluten-free white chocolate,
12093,4 tbsp double cream,
12093,a few drops of pink food colouring,
12094,2 tbsp vegetable oil,
12094,"2 onions, finely chopped",
12094,"2 garlic cloves, crushed",
12094,"2 carrots, grated",
12094,"250g mushrooms, finely chopped",
12094,25g sunflower seeds,
12094,1 ½ tsp ground coriander,
12094,1 tsp nutmeg,
12094,½ tsp white pepper,
12094,1 tsp Marmite,
12094,"50g pearl barley, rinsed",
12094,1 x 390g tin green lentils,
12094,50g porridge oats,
12094,100g vegetable suet,
12094,string,
12094,muslin,
12095,3 peeled kiwi fruit,
12095,"1 mango, peeled, stoned and chopped",
12095,500ml pineapple juice,
12095,"1 banana, sliced",
12096,sunflower oil or butter for greasing,
12096,175g fresh white breadcrumbs,
12096,"175g self-raising flour, plus extra for dusting",
12096,175g beef suet or vegetarian alternative,
12096,100g dark soft brown sugar,
12096,½ tsp salt,
12096,1 tsp mixed spice,
12096,2 tsp ground cinnamon,
12096,1 tsp ground ginger,
12096,1 tsp bicarbonate of soda,
12096,100g currants,
12096,175g sultanas,
12096,2 tbsp black treacle or golden syrup,
12096,150ml milk,
12096,1 large egg,
12096,2 long lengths of baking parchment,
12096,"a large tea towel, baking cloth (we used one from Waitrose) or square of muslin",
12096,string,
12097,"3 garlic cloves, crushed",
12097,"thumb-sized piece root ginger, finely grated",
12097,3 tsp flaky sea salt,
12097,1 tbsp soy sauce,
12097,"1 - 1.2kg pork belly, cut into 3 long strips, rind trimmed but fat left on",
12097,"2 onions, sliced",
12097,1 tsp flour,
12098,300g golden caster sugar,
12098,12 mint leaves,
12098,"6 limes, juiced",
12098,"1 bergamot, zested and juiced (available from ocado.com)",
12098,150ml golden rum,
12099,60ml crème fraîche,
12099,½ pomelo,
12099,12 medium rock oysters,
12099,"coarse salt, to serve",
12100,6 large egg whites,
12100,200g fine salt,
12100,10g fennel seeds,
12100,"1 medium-large celeriac, scrubbed but left unpeeled",
12100,60g butter,
12101,50g ground coffee (use coarsely ground for cafetières),
12101,ice,
12101,sparkling water or still water to dilute,
12102,3 ripe avocados,
12102,"1 red chilli, finely sliced",
12102,"½ small pack coriander, leaves and stalks chopped",
12102,"1 lime, juice and zest",
12102,"1 small red onion, very finely sliced in rings",
12102,50ml vegetable oil,
12102,2 tsp cumin seeds,
12102,½ tsp smoked paprika,
12102,2 tbsp crickets,
12102,salted tortilla chips (optional),
12103,2 ½ gelatine leaves,
12103,175g double cream,
12103,175g milk,
12103,100g golden caster sugar,
12103,350g yogurt,
12103,"100g hunza apricots (or unsulphered dried apricots), halved",
12103,50g demerara sugar,
12103,1 cinnamon stick,
12103,½ tbsp vegetable oil,
12103,50g popping corn,
12103,25g melted butter,
12104,"1.2kg lamb rump or boneless leg, portioned into equal pieces",
12104,500g live natural yogurt,
12104,"small pack rosemary, leaves and stalks separated",
12104,"2 whole romanesco, leaves removed",
12104,3 tbsp vegetable oil,
12104,"7 pickled walnuts, 4 finely chopped and 3 halved for serving, plus 1 tbsp pickling liquid",
12104,60ml olive oil,
12104,500ml fresh lamb stock,
12105,1.2kg Maris Piper potatoes,
12105,"50g butter, melted",
12105,"pork skin (from the pork belly, see recipe in 'Goes well with', right)",
12106,"300g self-raising flour, plus extra for dusting",
12106,"250g natural yogurt (buy a 500g pot and save the rest for lamb meatballs, see goes well with)",
12106,4 tbsp sesame seeds,
12106,1-2 tbsp vegetable oil,
12107,1kg chicken wings,
12107,1 tbsp ground cumin,
12107,2 tsp sumac,
12107,2 tbsp plain flour,
12107,1 tbsp vegetable oil,
12107,"6 dates, stoned",
12107,"2 red chillies, deseeded, plus 1 thinly sliced to serve",
12107,150g light brown soft sugar,
12107,150ml red wine vinegar,
12107,"2 tsp sesame seeds, toasted",
12107,,
12108,"100g stale white bread, blitzed to crumbs",
12108,100ml milk,
12108,600g lamb mince,
12108,"2 fat lemons, zested",
12108,"2 garlic cloves, crushed",
12108,1 tbsp ground cumin,
12108,¼ tsp ground cloves,
12108,"small bunch coriander, stalks finely chopped and leaves picked",
12108,2 tbsp olive oil,
12108,250ml natural yogurt,
12108,"½ pomegranate, seeds removed",
12109,1 pack smoked mackerel (about 200g),
12109,250g tub cream cheese,
12109,"2 lemons, 1 zested, both juiced",
12109,"small pack dill, half roughly chopped, half fronds picked",
12109,1 cucumber,
12109,"4 tbsp olive oil, plus extra to drizzle",
12110,650g thin-stemmed forced rhubarb,
12110,100g caster sugar,
12110,2 star anise,
12110,25g butter,
12110,"½ lemon, juiced",
12110,320g sheet ready-rolled puff pastry,
12110,"ice cream, to serve",
12111,1 pointed cabbage,
12111,25g butter,
12112,150g pearl barley,
12112,150g bulgur wheat,
12112,3 tbsp olive oil,
12112,"3 white onions, halved and sliced",
12112,"4 garlic cloves, crushed",
12112,¼ tsp ground cloves,
12112,small bunch of parsley,
12112,small bunch of dill,
12112,small bunch of mint,
12112,"½ cucumber, finely chopped",
12112,"4 tomatoes, finely chopped",
12112,"2 lemons, juiced",
12113,"2kg piece boneless and skinless pork belly (ask your butcher to keep the skin for the crackling potato cake, see 'Goes well with')",
12113,2 tbsp fennel seeds,
12113,5 dried bay leaves,
12113,25g butter,
12113,"2 onions, roughly chopped",
12113,"3 carrots, roughly chopped",
12113,400ml cider,
12113,1 tbsp vegetable oil,
12114,470ml full-fat milk,
12114,50g good-quality French unsalted butter,
12114,"½ vanilla pod, split lengthways and seeds scraped out",
12114,230g granulated sugar,
12114,"1 medium egg and 2 medium egg yolks, beaten",
12114,50ml dark rum,
12114,120g plain flour,
12114,"beeswax (available from amazon.co.uk), melted, to grease the moulds (if they are copper)",
12116,"4 large beetroot (about 500g), peeled, ends trimmed and spiralized into thick noodles",
12116,1 tbsp olive oil,
12116,"4 ripe plums (about 200g), cut into wedges",
12116,"60g pecans, toasted and roughly chopped",
12116,"1 small pack mint, leaves picked, some reserved for garnish",
12116,1 ½ tbsp extra virgin olive oil,
12116,½ tbsp red wine vinegar,
12116,½ tbsp pomegranate molasses,
12117,"300g pack of room temperature, ripe vine cherry tomatoes, chopped",
12117,"1 small pack of coriander, leaves and stalks chopped (save stalks for the fritters)",
12117,zest and juice of 1 lime (save zest for the fritters),
12117,"1 green chilli, finely chopped, deseeded, if you like",
12117,"1 garlic clove, crushed",
12117,2 tbsp extra virgin olive oil,
12117,"3 courgettes (about 500g), ends trimmed and spiralized into thin noodles",
12117,"3 spring onions, thinly sliced",
12117,1 tsp ground cumin,
12117,100g self-raising flour,
12117,"1 large egg, beaten",
12117,"2 tbsp olive oil, for frying",
12118,juice of ½ lime,
12118,2 tbsp rice wine vinegar,
12118,1 tbsp palm sugar,
12118,3 tbsp fish sauce,
12118,"1 bird's-eye red chilli, finely chopped (optional)",
12118,6 edible rice paper wrappers,
12118,"½ small pack mint, leaves picked",
12118,"½ small pack coriander, leaves picked",
12118,12 large king prawns (about 100g),
12118,"1 large carrot (about 130g), ends trimmed and spiralized into thin noodles",
12118,"1 courgette, ends trimmed and spiralized into thin noodles",
12119,300ml double cream,
12119,3 Earl Grey tea bags,
12119,500g pot fresh custard,
12119,150g golden caster sugar,
12119,"6 digestive biscuits, crushed into crumbs",
12120,"1 large butternut squash, peeled, ends trimmed, halved widthways and spiralized into thick noodles",
12120,"1 large red onion, peeled, ends trimmed and spiralized using the ribbon attachment",
12120,2 tbsp olive oil,
12120,2 tsp sumac,
12120,50g pomegranate seeds,
12120,"30g pistachios, toasted and roughly chopped",
12121,8 skin-on chicken thighs,
12121,2 tbsp olive oil,
12121,100g lime marmalade,
12121,"2 garlic cloves, crushed",
12121,"1 red chilli, finely chopped, deseeded if you don't like it too hot",
12121,1 tsp ground allspice,
12121,½ tsp dried oregano,
12121,"sweet potato wedges, lime wedges, to serve (optional)",
12122,"140g butter, plus extra for greasing",
12122,200g white chocolate,
12122,220g golden caster sugar,
12122,2 large eggs,
12122,120g plain flour,
12122,1 tbsp matcha tea powder,
12122,"50g blanched hazelnuts, toasted",
12123,100g golden caster sugar,
12123,"100g butter, softened at room temperature",
12123,2 large eggs,
12123,60g pistachio paste (see tip),
12123,25g plain flour,
12123,90g ground almonds,
12123,150g black cherry jam,
12123,1 large ready-made cooked pastry case,
12123,"crème fraîche, to serve (optional)",
12124,"2 courgettes (about 400g), ends trimmed and spiralized into thin noodles",
12124,"½ red chilli, thinly sliced",
12124,zest and juice of ½ lemon,
12124,"½ small pack mint, leaves picked",
12124,50g soft ricotta,
12125,2 medium potatoes,
12125,250ml cider vinegar,
12125,1 tsp olive oil,
12125,"8 slices really soft, fresh, sliced white bread (or 4 soft white floury rolls)",
12125,"salted butter and tomato ketchup, to serve",
12126,"4 large aubergines (about 1.2kg), pricked all over with a fork",
12126,zest and juice of 1 lemon,
12126,"2 fat garlic cloves, chopped",
12126,3 tbsp tahini,
12126,"4 tbsp extra virgin olive oil, plus a little extra for drizzling",
12126,"4 large carrots, ends trimmed and spiralized into thick noodles",
12126,"1 large cucumber, ends trimmed, spiralized into thick ribbons and patted dry to remove excess water",
12126,"1 large courgette (about 145g), ends trimmed and spiralized into thick noodles",
12126,"150g pack mixed radishes, cut into random shapes",
12127,2 egg yolks,
12127,pinch cayenne,
12127,1 tsp tarragon vinegar,
12127,125g butter,
12127,small pack fresh tarragon,
12128,"2 duck breasts (about 340g), skin and fat removed then each breast cut into 6 thin strips",
12128,½ tsp five spice powder,
12128,1 tbsp vegetable oil,
12128,50ml hoisin sauce,
12128,"4 spring onions, thinly sliced on a diagonal",
12128,"½ cucumber, ends trimmed, cut in half widthways, spiralized into thin noodles and squeezed dry to remove excess water",
12128,"3 baby gem lettuces, leaves separated",
12128,1 tbsp sesame seeds,
12129,300ml cider,
12129,300ml fresh chicken stock,
12129,"2 garlic cloves, sliced",
12129,"2 shallots, sliced",
12129,3 thyme sprigs,
12129,"1 small celeriac, peeled and cut into wedges",
12129,1 dessert apple,
12129,"2 chicken breasts, French-trimmed if you can get them from the butchers",
12129,50g crème fraîche,
12129,small handful chopped chives,
12129,"mashed potato, to serve",
12130,1 tbsp butter,
12130,"2 large shallots, finely chopped",
12130,"3 tsp green peppercorns, in brine, drained",
12130,3 tbsp brandy,
12130,100ml red wine,
12130,200ml good-quality beef stock,
12130,4 tbsp double cream,
12132,"2 large beetroot (about 300g), peeled, ends trimmed and spiralized into thin noodles",
12132,"2 medium Maris Piper potatoes (about 300g), peeled, ends trimmed and spiralized into thin noodles",
12132,1 ½ tbsp olive oil,
12132,"150g smoked mackerel, skin removed and broken into 20 large flakes",
12132,"handful of chives, finely chopped",
12132,150ml crème fraîche,
12132,1 tbsp hot horseradish sauce,
12132,zest and juice of ½ lemon,
12133,2 tbsp light soy sauce,
12133,1 tbsp rice wine vinegar,
12133,"thumb-sized piece of ginger, finely grated",
12133,"1 garlic clove, finely grated",
12133,2 skinless salmon fillets (about 140g each),
12133,"1 courgette, ends trimmed and spiralized into thin noodles",
12133,"1 carrot, peeled, ends trimmed and spiralized into thin noodles",
12133,"2 bulbs of pak choi (about 200g), leaves separated",
12133,"1 red chilli, thinly sliced, deseeded if you like",
12133,"Thai jasmine rice, to serve (optional)",
12135,1 tbsp groundnut oil,
12135,"1 onion, ends trimmed and spiralized on the flat blade of the spiralizer",
12135,"½ small pack coriander, stalks finely chopped and leaves picked",
12135,"1 garlic clove, finely chopped",
12135,"thumb-sized piece of ginger, grated",
12135,2 tbsp Thai red curry paste,
12135,200ml coconut milk,
12135,150ml low-sodium vegetable stock (we used Bouillon),
12135,"2 skinless, boneless salmon fillets, each cut into 4 chunks",
12135,200g sugar snap peas,
12135,"1 turnip (about 155g), peeled, ends trimmed and spiralized into very thin noodles",
12135,"1 lime, cut into wedges",
12136,500g lean turkey mince,
12136,"100g feta, crumbled",
12136,"1 large courgette (about 200g), ends trimmed, halved widthways and spiralized into thin noodles",
12136,"2 garlic cloves, crushed",
12136,"½ small pack mint, leaves picked and chopped",
12136,½ tsp chilli flakes,
12136,1 tsp sumac,
12136,zest and juice of 1 lemon (save the juice for the salad),
12136,"1 large egg, beaten",
12136,1 tsp olive oil,
12136,2 tbsp extra virgin olive oil,
12136,110g bag of rocket salad,
12136,"250g pack cherry tomatoes, halved",
12137,"1 large butternut squash (about 1½ kg), peeled, ends trimmed, cut in half widthways and spiralized into thin noodles",
12137,1 ½ tbsp olive oil,
12137,1 tsp chilli flakes,
12137,"100g cooked chestnuts, quartered",
12137,"½ small pack sage, leaves picked",
12137,8 slices pancetta,
12137,"2 banana shallots, finely chopped",
12137,"2 garlic cloves, finely chopped",
12137,200g pearl barley,
12137,850ml low-sodium vegetable stock (we used bouillon),
12137,"parmesan, to serve",
12138,"4 large red peppers, halved and deseeded (stems left on)",
12138,"100g fresh sundried tomatoes (sometimes called semidried or sun blush), chopped plus 2 tbsp tomato oil",
12138,"1 large red onion, ends trimmed and spiralized on the flat blade of the spiralizer",
12138,"1 large courgette, halved widthways, ends trimmed and spiralized into thin noodles",
12138,250g pouch pre-cooked spelt,
12138,"100g mixed olives, pips removed and chopped",
12138,"1 small pack of basil, shredded",
12138,"green salad, to serve",
12142,2 tbsp gochujang sauce,
12142,2 tbsp honey,
12142,1 tbsp dark soy sauce,
12142,juice of 2 limes (1 in the marinade and the other in the slaw),
12142,"2 tsp sesame oil, (plus extra for drizzling in slaw)",
12142,1kg chicken wings,
12142,"2 carrots, ends trimmed and spiralized into thin noodles",
12142,"1 mooli (Daikon radish), ends trimmed and spiralized into thin noodles",
12142,"½ red cabbage, shredded on the flat blade of the spiralizer",
